Contemplativo,1
Calmo,1
Desconectado,1
Distraído,1
Conectado a tierra,1
Desidioso,1
Decaído,1
Estable,1
Pesaroso,1
Relajado,1
Aliviado,1
Nostálgico,1
Ensimismado,1
Amilanado,2
Desanimado,2
Descorazonado,2
Desconsolado,2
Oprimido,2
Exhausto,2
Desalentado,2
Lánguido,2
Desilusionado,2
Afligido,2
Apesadumbrado,2
Melancólico,2
Atribulado,2
Dolido,2
Entristecido,2
Emotivo,2
Cansado del mundo,2
Angustiado,3
Doliente,3
Sombrío,3
Deprimido,3
Sin esperanza,3
Alicaído,3
Afectado,3
Con el corazón roto,3
Desesperanzado,3
Inconsolable,3
Taciturno,3
Quebrado,3
Triste,3
